iter	Logloss
254	0.08269838411
255	0.082558828
256	0.08243048408
257	0.08234032902
258	0.08224390446
259	0.08212111377
260	0.0820848619
261	0.08202137103
262	0.08197693973
263	0.08176299349
264	0.08170817427
265	0.08162909789
266	0.08149807493
267	0.08138328268
268	0.08132994091
269	0.08104955656
270	0.08096944522
271	0.08094466141
272	0.08092680551
273	0.08085294136
274	0.08083291879
275	0.08080929125
276	0.08075864485
277	0.08073817977
278	0.08065580151
279	0.08052401802
280	0.0804419113
281	0.08035978168
282	0.08032243355
283	0.08030588175
284	0.0802631084
285	0.08021976391
286	0.08014893148
287	0.08010598368
288	0.07996256168
289	0.0799193368
290	0.07987996302
291	0.07975349215
292	0.07971378306
293	0.07962785645
294	0.07958283869
295	0.07950977931
296	0.07942440526
297	0.07934345974
298	0.07929648718
299	0.0792418961
300	0.07913053377
301	0.0791117843
302	0.07903548017
303	0.07900750085
304	0.07884580489
305	0.07881801666
306	0.07875605917
307	0.07870826022
308	0.07866119317
309	0.07863328459
310	0.07856859062
311	0.07851246796
312	0.07849402875
313	0.07846053143
314	0.07842683416
315	0.07832135197
316	0.07830257346
317	0.07825447287
318	0.07818912725
319	0.07814161573
320	0.07807556818
321	0.07802876959
322	0.07798792375
323	0.07796458684
324	0.07789391882
325	0.07784955037
326	0.0777791581
327	0.07775567568
328	0.07767208338
329	0.07756584955
330	0.07750417452
331	0.07745613855
332	0.07740044564
333	0.07727987415
334	0.07724600245
335	0.07716808146
336	0.07713289854
337	0.07706074809
338	0.07704468613
339	0.07702580015
340	0.07697716734
341	0.07691787052
342	0.07689863476
343	0.07686502737
344	0.0768172806
345	0.07677777958
346	0.07672362376
347	0.07667549336
348	0.0766247477
349	0.07658790047
350	0.0765627987
351	0.07655520898
352	0.07651244296
353	0.0764048732
354	0.07639113893
355	0.07627509908
356	0.07623194175
357	0.07621616743
358	0.07617689809
359	0.07615607095
360	0.07610320432
361	0.07608552914
362	0.07607769428
363	0.07602721066
364	0.07598648895
365	0.07593906657
366	0.07588554282
367	0.0758281398
368	0.07575537313
369	0.07573715821
370	0.0756730054
371	0.07564997637
372	0.07558309334
373	0.07553474259
374	0.07549315346
375	0.07543225912
376	0.07540094963
377	0.07535165597
378	0.07531132241
379	0.07527640196
380	0.07523625933
381	0.07520929524
382	0.07516813003
383	0.07515723388
384	0.07511672804
385	0.07508239478
386	0.07504161524
387	0.07500713613
388	0.0749480062
389	0.07492872864
390	0.07491042612
391	0.07487733486
392	0.07481259008
393	0.07477085891
394	0.07474492779
395	0.07469186416
396	0.07467519496
397	0.07464603282
398	0.07454286853
399	0.0745121254
400	0.07449017897
401	0.07446614464
402	0.074427123
403	0.07440149761
404	0.07437313449
405	0.07433085553
406	0.07429526087
407	0.07423758917
408	0.07420499538
409	0.0741604305
410	0.07409394674
411	0.07399812889
412	0.07397209992
413	0.07394870588
414	0.07391124117
415	0.07385735826
416	0.07382346488
417	0.07378123713
418	0.07373065856
419	0.0736705503
420	0.07363577799
421	0.07355938085
422	0.07352610908
423	0.07348549875
424	0.07344477116
425	0.07338854723
426	0.07325165393
427	0.0732227244
428	0.07318914626
429	0.07313286673
430	0.07310074245
431	0.07306197156
432	0.07301946843
433	0.07296465587
434	0.07291224904
435	0.07287072311
436	0.07283831205
437	0.07280877154
438	0.07277097704
439	0.07273784985
440	0.0726268475
441	0.07254398298
442	0.07249190444
443	0.07246463871
444	0.07242900654
445	0.07239757192
446	0.07237317818
447	0.07226266095
448	0.07222973699
449	0.07219848499
450	0.07217018201
451	0.07214095445
452	0.07211195091
453	0.07208717759
454	0.07207768179
455	0.07205384634
456	0.07196424689
457	0.0719405861
458	0.07178866172
459	0.07174291091
460	0.07167755158
461	0.07164625174
462	0.0716188629
463	0.07154920488
464	0.07151540945
465	0.07151062744
466	0.07146974659
467	0.07142367659
468	0.07138286105
469	0.07133794426
470	0.07132648361
471	0.07129195521
472	0.07125355457
473	0.07121080769
474	0.07115981341
475	0.07112230625
476	0.07107978868
477	0.0710664282
478	0.07103255881
479	0.07099510202
480	0.0709711399
481	0.07094940241
482	0.07091988676
483	0.07088201452
484	0.07083950193
485	0.07079776653
486	0.07078216082
487	0.07076182364
488	0.07071300875
489	0.0706224609
490	0.07055489778
491	0.07054623773
492	0.07052591172
493	0.07049622411
494	0.07048599882
495	0.07045279592
496	0.07041465385
497	0.07038449793
498	0.07035025901
499	0.07032363243
500	0.07028320213
501	0.07025384636
502	0.0702339608
503	0.07021967954
504	0.07018963822
505	0.07016688299
506	0.07013391619
507	0.07010122932
508	0.07006722344
509	0.07002637872
510	0.06998039959
511	0.06994867203
512	0.06993076437
513	0.06990065651
514	0.06987162307
515	0.06986289173
516	0.06984429315
517	0.06981090459
518	0.06978051021
519	0.0697741622
520	0.06972427083
521	0.06967028794
522	0.06958684289
523	0.06954084374
524	0.0695096546
525	0.06950397487
526	0.06946298129
527	0.06941840339
528	0.06937471221
529	0.06935536963
530	0.06933269469
531	0.06930066236
532	0.06924053082
533	0.06921904058
534	0.06919149719
535	0.06915815794
536	0.06912159251
537	0.06908883177
538	0.06905603105
539	0.06902269221
540	0.06900421188
541	0.06896523559
542	0.06891913297
543	0.06888326583
544	0.06886315463
545	0.06881728805
546	0.06875658167
547	0.0687461333
548	0.06871964578
549	0.06868950755
550	0.06866866659
551	0.06863096504
552	0.06858777637
553	0.06855756818
554	0.06852251002
555	0.06849140035
556	0.06848482583
557	0.06847360945
558	0.06844425373
559	0.0684299634
560	0.06838079288
561	0.06834605597
562	0.06832254371
563	0.06831134442
564	0.06828837139
565	0.06824145415
566	0.06821118349
567	0.06819779213
568	0.06817257458
569	0.06814404991
570	0.06812064839
571	0.06811592951
572	0.06803225098
573	0.06800940448
574	0.06799206267
575	0.06794713974
576	0.06792078027
577	0.06790325023
578	0.06789029271
579	0.06788831531
580	0.06785895255
581	0.06780614804
582	0.06777133415
583	0.06772746439
584	0.06769478571
585	0.06766221326
586	0.06761272391
587	0.06749612496
588	0.06748042561
589	0.06747261434
590	0.06744638163
591	0.06741471459
592	0.06738793083
593	0.06736360227
594	0.06732793193
595	0.06729202759
596	0.06725998104
597	0.06723449543
598	0.06719593565
599	0.06716834926
600	0.0671362748
601	0.06710659676
602	0.06709486723
603	0.06705455138
604	0.06703715544
605	0.06700269989
606	0.06694556807
607	0.06691177049
608	0.06688519845
609	0.06686082697
610	0.06683573504
611	0.06678903129
612	0.06677220307
613	0.06675958879
614	0.0667051979
615	0.06669714525
616	0.06667753399
617	0.06665320371
618	0.06662493129
619	0.06661758116
620	0.06661334796
621	0.06656629703
622	0.06653098197
623	0.06651702101
624	0.06648885026
625	0.06643913703
626	0.0664067922
627	0.06637241495
628	0.06632834503
629	0.06631393582
630	0.06627688286
631	0.06626893887
632	0.06625423167
633	0.06620799439
634	0.06617232242
635	0.06615406264
636	0.06613825638
637	0.06611077591
638	0.06608140324
639	0.06606580381
640	0.06605364005
641	0.0660380412
642	0.06601127901
643	0.0660091618
644	0.06599690218
645	0.06597746417
646	0.06590780609
647	0.06589319908
648	0.0658616874
649	0.06583520003
650	0.0658080202
651	0.06578415092
652	0.06575870129
653	0.06574982605
654	0.06572179371
655	0.06569558687
656	0.06568452834
657	0.06565624264
658	0.06563353922
659	0.0656227358
660	0.0656029828
661	0.06557307544
662	0.06552967725
663	0.06550418972
664	0.06545148444
665	0.06542586233
666	0.06541103624
667	0.06539366426
668	0.06535879965
669	0.06531265987
670	0.06529203471
671	0.06525782341
672	0.0652398051
673	0.06519470007
674	0.06517823494
675	0.0651389892
676	0.06511576729
677	0.06510046833
678	0.06508508099
679	0.06505968578
680	0.06504296805
681	0.06501349253
682	0.06499088845
683	0.06496421403
684	0.0648952726
685	0.06487038398
686	0.0648340776
687	0.06481442053
688	0.06476381127
689	0.06473145036
690	0.06470804402
691	0.0646841375
692	0.06461946215
693	0.0645964891
694	0.06456044923
695	0.06451088432
696	0.0644763164
697	0.06444003836
698	0.06443135646
699	0.06439848317
700	0.06437779243
701	0.06436987203
702	0.0643549028
703	0.06431864249
704	0.06429367067
705	0.06422359054
706	0.0642090953
707	0.06416642273
708	0.06414114821
709	0.0641283022
710	0.06412155235
711	0.06409613288
712	0.06405872605
713	0.0640288246
714	0.06398341408
715	0.06397094988
716	0.06394877692
717	0.06392788628
718	0.06391684896
719	0.06387845354
720	0.06385404197
721	0.06382907603
722	0.06379338554
723	0.06375969522
724	0.06373276371
725	0.06371572451
726	0.06368566066
727	0.06364329369
728	0.06361214673
729	0.06357014541
730	0.06354357151
731	0.06352508962
732	0.06350079649
733	0.06348420546
734	0.06347023105
735	0.06344438672
736	0.06342784913
737	0.06340921509
738	0.06323874899
739	0.06318440224
740	0.06317517479
741	0.06314177992
742	0.06312163341
743	0.06311113044
744	0.06311007876
745	0.06307949234
746	0.06304429736
747	0.06302128482
748	0.06300474611
749	0.06299201777
750	0.06297230503
751	0.06294432332
752	0.06291671006
753	0.06281938569
754	0.06277270596
755	0.06272420828
756	0.06270430168
757	0.06268777499
758	0.06266043839
759	0.06265907342
760	0.06264778736
761	0.06259731288
762	0.06253313467
763	0.06250029629
764	0.06246904665
765	0.06244227751
766	0.06241510482
767	0.06238815086
768	0.06233704735
769	0.06231199305
770	0.06228178968
771	0.06225800234
772	0.06222479533
773	0.06216299294
774	0.0621431085
775	0.06209679931
776	0.06207372543
777	0.06205025106
778	0.06202932961
779	0.06199284851
780	0.06197135773
781	0.06193740563
782	0.06191934502
783	0.06189793517
784	0.06187268976
785	0.0618466335
786	0.06182644706
787	0.06179989415
788	0.06176517895
789	0.06173608411
790	0.06170738194
791	0.06167023577
792	0.06165258367
793	0.06162700438
794	0.06160015313
795	0.06157128226
796	0.0615611404
797	0.06153704316
798	0.06151142556
799	0.06148013313
800	0.06145102694
801	0.06143032493
802	0.06140239104
803	0.06136210891
804	0.06133212803
805	0.06129957187
806	0.06129307505
807	0.06124534532
808	0.06122333247
809	0.06117554452
810	0.06115010738
811	0.06110103616
812	0.06106436598
813	0.06103994163
814	0.06101922085
815	0.06099226666
816	0.06098251743
817	0.06097406377
818	0.06095738897
819	0.0609355923
820	0.0609220975
821	0.06089374879
822	0.06087887934
823	0.06085977481
824	0.06084610644
825	0.06083298457
826	0.06081102041
827	0.060790312
828	0.06076160049
829	0.06073757816
830	0.06072916028
831	0.0607041365
832	0.06067809757
833	0.0606342687
834	0.06062159292
835	0.06058535704
836	0.0605627089
837	0.06054895493
838	0.06053288843
839	0.06048666679
840	0.06045650682
841	0.06044218126
842	0.06042356719
843	0.06040158105
844	0.06037569793
845	0.06033675741
846	0.06031155492
847	0.06028200925
848	0.06026225381
849	0.0602429499
850	0.06020496654
851	0.06018261015
852	0.06015830256
853	0.06014264937
854	0.0601202283
855	0.06006032542
856	0.06002682387
857	0.05999644462
858	0.05997258792
859	0.05995000867
860	0.05992834101
861	0.05991336804
862	0.05989661461
863	0.05986713947
864	0.05983710397
865	0.05980943249
866	0.05978389967
867	0.05974983163
868	0.05972001825
869	0.05969797199
870	0.05965401172
871	0.05962932519
872	0.05961310234
873	0.05958152597
874	0.05955312334
875	0.05948735955
876	0.05946916383
877	0.05942480616
878	0.05940149083
879	0.05936118701
880	0.05932737009
881	0.05929333089
882	0.05928203565
883	0.05924763071
884	0.05922609904
885	0.0592162723
886	0.05919538933
887	0.05917304437
888	0.05914690488
889	0.05910228554
890	0.05907994127
891	0.05905401625
892	0.05903159539
893	0.05900562333
894	0.05898180799
895	0.0589810351
896	0.05895702958
897	0.05894725149
898	0.05893229964
899	0.05890287851
900	0.0588806063
901	0.0588639024
902	0.05884670182
903	0.05883080342
904	0.05880505419
905	0.05877911805
906	0.05875218027
907	0.05872804081
908	0.058719539
909	0.05870390715
910	0.05869255957
911	0.05867172734
912	0.05864986421
913	0.05861919882
914	0.05861361155
915	0.05856375266
916	0.05854846967
917	0.05851103522
918	0.05849178566
919	0.0584765963
920	0.05844576116
921	0.05842890474
922	0.05840574951
923	0.05838395925
924	0.05837240093
925	0.05836537296
926	0.05832735187
927	0.05829595877
928	0.05828189457
929	0.05825833729
930	0.05824474945
931	0.05822573438
932	0.05819238454
933	0.05817246965
934	0.05814617681
935	0.05812094527
936	0.05809840588
937	0.05806062029
938	0.05803150382
939	0.05800589438
940	0.05797344678
941	0.05795181403
942	0.05793284885
943	0.05790158204
944	0.05787190009
945	0.05784708679
946	0.05776472956
947	0.05773814891
948	0.05770959103
949	0.05769231333
950	0.057673844
951	0.05765987956
952	0.05764278044
953	0.05762290226
954	0.05760582044
955	0.05757504657
956	0.05754851734
957	0.05752178365
958	0.05751042438
959	0.05748672925
960	0.05746559819
961	0.05745488955
962	0.05744564137
963	0.05743554987
964	0.057403969
965	0.05738198831
966	0.0573060124
967	0.05727322701
968	0.05726163429
969	0.05722683329
970	0.0572143171
971	0.0571911865
972	0.05714772425
973	0.05712512632
974	0.05710372405
975	0.05709772723
976	0.05708364178
977	0.05707421859
978	0.05706761674
979	0.05705559284
980	0.05704610932
981	0.05702516641
982	0.05699917453
983	0.05693052662
984	0.05691638178
985	0.0568927444
986	0.0568570276
987	0.05685620885
988	0.05683540932
989	0.05680953663
990	0.05679279425
991	0.05675901433
992	0.0567452832
993	0.05672663762
994	0.05671668536
995	0.05668956405
996	0.05665732822
997	0.05664004215
998	0.05662235978
999	0.05659643678
